"統一編號","公司名稱","公司地址","實收資本額","核准設立日期","營業地址（財政資訊中心匯入）","行業代號（財政資訊中心匯入）","財政資訊中心匯入日期","股票代號（金融監督管理委員會匯入）","產業別（金融監督管理委員會匯入）","金融監督管理委員會匯入日期","商標資料（智慧財產局匯入）","智慧財產局匯入日期"
"42770331","普瑞博生技股份有限公司","新竹縣工業東九路11號2樓","92000000","1050127","新竹縣寶山鄉雙溪村新竹科學工業園區工業東九路１１號２樓","332900,457199,475199,","02-AUG-20","","","","PURIBLOOD,PURIVET,","2019-11-22"
"42770368","迅豊有限公司","苗栗縣苑裡鎮新復里1鄰新復15-8號","0","1050127","苗栗縣苑裡鎮新復里１鄰新復１５－８號","251211,251299,254911,254999","02-AUG-20","","","","",""
"42770542","鼎億精機科技有限公司","新竹市香山區大庄里中華路五段208巷33弄10號1樓","0","1050127","新竹市香山區大庄里１０鄰中華路五段２０８巷３３弄１０號１樓","259100,,,","02-AUG-20","","","","",""
"42770819","雲智匯科技服務股份有限公司","新竹縣竹北市台元一街8號3樓之1","250000000","1050128","新竹縣竹北市台元一街８號３樓之１","269999,620199,620212,620213","02-AUG-20","","","","MAXNERVA,雲智匯科技服務,","2019-11-22"
"42771280","奕昕科技有限公司","新竹市高峰里高翠路292巷9號1樓","0","1050129","新竹市東　區高峰里高翠路２９２巷９號","464920,474111,,","02-AUG-20","","","","",""
"42771373","德凡科技有限公司","新竹市北區海濱里尚濱路68號13樓之2","0","1050129","新竹市北　區海濱里尚濱路６８號１３樓之２","433900,,,","02-AUG-20","","","","",""
"42771866","卡巴世達股份有限公司","苗栗縣竹南鎮聖福里環市路三段151巷7弄3號","5000000","1050130","苗栗縣竹南鎮聖福里環市路三段１５１巷７弄３號","475114,,,","02-AUG-20","","","","",""
"42771985","錼創顯示科技股份有限公司","苗栗縣竹南鎮科中路13號8樓","292000000","1050201","苗栗縣竹南鎮頂埔里科中路１３號８樓","269999,,,","02-AUG-20","","","","",""
"42772106","科睿生物科技股份有限公司","新竹縣竹北市斗崙里嘉勤南路112號9樓","20000000","1050201","新竹縣竹北市斗崙里嘉勤南路１１２號９樓","464999,,,","02-AUG-20","","","","",""
"42772611","方瀚光電股份有限公司","新竹縣竹北市六家五路二段202號8樓之5","6500000","1050203","新竹縣竹北市六家五路二段２０２號８樓之５","269999,277999,,","02-AUG-20","","","","",""
"42772942","橡鼎科技有限公司","新竹縣竹北市華興一街115號6樓","0","1050203","新竹縣竹北市華興一街１１５號６樓","340099,,,","02-AUG-20","","","","",""
"42773175","新群系統有限公司","新竹縣新豐鄉忠孝村忠孝路48號1樓","0","1050204","新竹縣新豐鄉忠孝村忠孝路４８號１樓","464999,,,","02-AUG-20","","","","",""
"42773180","辰貿科技有限公司","新竹縣竹東鎮五豐里北興路三段582號8樓","0","1050204","新竹縣竹東鎮五豐里北興路三段５８２號８樓","269999,,,","02-AUG-20","","","","",""
"42773196","翔城企業有限公司","宜蘭縣冬山鄉廣興路680巷100號","0","1050204","宜蘭縣冬山鄉廣興村０２０鄰廣興路６８０巷１００號","140199,,,","02-AUG-20","","","","",""
"42773463","維敘科技有限公司","新竹市香山區樹下街75巷2之2號","0","1050204","新竹市香山區樹下里樹下街７５巷２─２號","464111,,,","02-AUG-20","","","","",""
"42773479","哈拿行銷整合有限公司","宜蘭縣五結鄉成興村利成路一段50巷30號1樓","null","1050204","宜蘭縣五結鄉成興村利成路一段５０巷３０號１樓","160213,,,","02-AUG-20","","","","",""
"42773631","兆鴻系統科技有限公司","新竹市東區龍山里長春街148巷1號2樓","0","1050205","新竹市東　區龍山里長春街１４８巷１號２樓","293499,433212,433115,","02-AUG-20","","","","",""
"42773843","誠恩商社股份有限公司","宜蘭縣蘇澳鎮仁愛路25號","32500000","1050205","宜蘭縣蘇澳鎮隘丁里仁愛路２５號","454999,563112,561115,","02-AUG-20","","","","",""
"42774580","福比股份有限公司","新竹縣新豐鄉中崙村9鄰中崙289-5號","200000000","1050216","新竹縣新豐鄉中崙村９鄰中崙２８９－５號","085099,089999,089714,089199","02-AUG-20","","","","",""
"42775119","泰盛環保科技有限公司","苗栗縣竹南鎮營盤里13鄰環市路三段88-5號","0","1050218","苗栗縣竹南鎮營盤里０１３鄰環市路三段８８─５號","712100,,,","02-AUG-20","","","","",""
"42775429","偉利國際工程有限公司","新竹市北區武陵路268-1號","0","1050219","新竹市北　區湳雅里武陵路２６８─１號","452000,,,","02-AUG-20","","","","",""
"42775997","富昇水泥製品有限公司","苗栗縣苑裡鎮客庄里新興路44號1樓","0","1050223","苗栗縣苑裡鎮客庄里新興路４４號１樓","233300,461211,461516,461915","02-AUG-20","","","","",""
"42776004","益勝鷹架有限公司","苗栗縣後龍鎮海埔里6鄰海埔51之3號","0","1050223","苗栗縣後龍鎮海埔里００６鄰海埔５１─３號","439011,,,","02-AUG-20","","","","",""
"42776222","辰竤有限公司","基隆市中正區新豐街327巷31號1樓","0","1050223","基隆市中正區新富里新豐街３２７巷３１號１樓","422099,340099,429011,434011","02-AUG-20","","","","",""
"42777215","得程工程有限公司","新竹縣竹北市勝利六街213號1樓","0","1050226","新竹縣竹北市勝利六街２１３號１樓","433212,,,","02-AUG-20","","","","",""
"42777453","鴻偉精密有限公司","新竹市香山區埔前里埔前路248巷5弄16號","null","1050226","新竹市香山區埔前里埔前路２４８巷５弄１６號１樓","464999,,,","02-AUG-20","","","","",""
"42777539","迪立有限公司","新竹縣北埔鄉埔尾村埔心街87巷7號1樓","null","1050301","新竹縣北埔鄉埔尾村埔心街８７巷７號１樓","464111,464211,,","02-AUG-20","","","","",""
"42777550","御湘園食品生技有限公司","新竹市東區復興里鐵道路2段12號1樓","0","1050301","新竹市東　區復興里鐵道路二段１２號１樓","454999,,,","02-AUG-20","","","","YU XIANG YUAN,御湘元,","2019-11-22"
"42777616","訊通機械工程有限公司","新竹市香山區東香里新香街356巷2弄93號","0","1050301","新竹市香山區東香里新香街３５６巷２弄９３號","464211,340099,292800,","02-AUG-20","","","","",""
"42777720","文璞國際有限公司","新竹縣竹北市中興里嘉豐二街一段48號2樓","0","1050301","新竹縣竹北市中興里嘉豐二街一段４８號２樓","475299,434015,485299,","02-AUG-20","","","","",""
"42777783","信廣精密機械維修有限公司","新竹縣新豐鄉青埔村2鄰青埔子23之3號","0","1050301","新竹縣新豐鄉青埔村青埔子２３之３號","464211,,,","02-AUG-20","","","","",""
"42777881","沁榕國際股份有限公司","新竹縣竹北市東興里光明六路東二段95號1樓","500000","1050301","新竹縣竹北市東興里光明六路東二段９５號１樓","454999,455299,471999,","02-AUG-20","","","","",""
"42777931","沁蘊股份有限公司","新竹縣竹北市東興里光明六路東二段95號1樓","500000","1050301","新竹縣竹北市東興里光明六路東二段９５號１樓","454999,455299,471999,","02-AUG-20","","","","",""
"42778214","曾的頂級東方美人茶整合行銷有限公司","苗栗縣銅鑼鄉中平村27鄰中興一街8-15號","0","1050302","苗栗縣銅鑼鄉中平村２７鄰中興一街８－１５號","487113,454811,451099,","02-AUG-20","","","","曾的台灣頂級東方美人茶專營品牌,","2019-11-22"
"42778354","揚名開發工程有限公司","新竹市東區明湖里明湖路1008巷27弄3號1樓","0","1050303","新竹市東　區明湖里明湖路１００８巷２７弄３號１樓","433111,434012,,","02-AUG-20","","","","",""
