,Count
"[78412000000, 78413000000)",0
"[78413000000, 78414000000)",0
"[78414000000, 78415000000)",0
"[78415000000, 78416000000)",0
"[78416000000, 78417000000)",0
"[78417000000, 78418000000)",0
"[78418000000, 78419000000)",0
"[78419000000, 78420000000)",0
"[78420000000, 78421000000)",0
"[78421000000, 78422000000)",0
"[78422000000, 78423000000)",0
"[78423000000, 78424000000)",0
"[78424000000, 78425000000)",0
"[78425000000, 78426000000)",0
"[78426000000, 78427000000)",0
"[78427000000, 78428000000)",0
"[78428000000, 78429000000)",0
"[78429000000, 78430000000)",0
"[78430000000, 78431000000)",0
"[78431000000, 78432000000)",0
"[78432000000, 78433000000)",0
"[78433000000, 78434000000)",0
"[78434000000, 78435000000)",0
"[78435000000, 78436000000)",0
"[78436000000, 78437000000)",0
"[78437000000, 78438000000)",0
"[78438000000, 78439000000)",0
"[78439000000, 78440000000)",0
"[78440000000, 78441000000)",0
"[78441000000, 78442000000)",0
"[78442000000, 78443000000)",0
"[78443000000, 78444000000)",0
"[78444000000, 78445000000)",0
"[78445000000, 78446000000)",0
"[78446000000, 78447000000)",0
"[78447000000, 78448000000)",0
"[78448000000, 78449000000)",0
"[78449000000, 78450000000)",0
"[78450000000, 78451000000)",0
"[78451000000, 78452000000)",0
"[78452000000, 78453000000)",0
"[78453000000, 78454000000)",0
"[78454000000, 78455000000)",0
"[78455000000, 78456000000)",0
"[78456000000, 78457000000)",0
"[78457000000, 78458000000)",0
"[78458000000, 78459000000)",0
"[78459000000, 78460000000)",0
"[78460000000, 78461000000)",0
"[78461000000, 78462000000)",0
"[78462000000, 78463000000)",0
"[78463000000, 78464000000)",0
"[78464000000, 78465000000)",0
"[78465000000, 78466000000)",0
"[78466000000, 78467000000)",0
"[78467000000, 78468000000)",0
"[78468000000, 78469000000)",0
"[78469000000, 78470000000)",0
"[78470000000, 78471000000)",0
"[78471000000, 78472000000)",0
"[78472000000, 78473000000)",0
"[78473000000, 78474000000)",0
"[78474000000, 78475000000)",0
"[78475000000, 78476000000)",0
"[78476000000, 78477000000)",0
"[78477000000, 78478000000)",0
"[78478000000, 78479000000)",0
"[78479000000, 78480000000)",0
"[78480000000, 78481000000)",0
"[78481000000, 78482000000)",0
"[78482000000, 78483000000)",0
"[78483000000, 78484000000)",0
"[78484000000, 78485000000)",0
"[78485000000, 78486000000)",0
"[78486000000, 78487000000)",0
"[78487000000, 78488000000)",0
"[78488000000, 78489000000)",0
"[78489000000, 78490000000)",0
"[78490000000, 78491000000)",0
"[78491000000, 78492000000)",0
"[78492000000, 78493000000)",0
"[78493000000, 78494000000)",0
"[78494000000, 78495000000)",0
"[78495000000, 78496000000)",0
"[78496000000, 78497000000)",0
"[78497000000, 78498000000)",0
"[78498000000, 78499000000)",0
"[78499000000, 78500000000)",0
"[78500000000, 78501000000)",0
"[78501000000, 78502000000)",0
"[78502000000, 78503000000)",0
"[78503000000, 78504000000)",0
"[78504000000, 78505000000)",0
"[78505000000, 78506000000)",0
"[78506000000, 78507000000)",0
"[78507000000, 78508000000)",0
"[78508000000, 78509000000)",0
"[78509000000, 78510000000)",0
"[78510000000, 78511000000)",0
"[78511000000, 78512000000)",0
"[78512000000, 78513000000)",0
"[78513000000, 78514000000)",0
"[78514000000, 78515000000)",0
"[78515000000, 78516000000)",0
"[78516000000, 78517000000)",0
"[78517000000, 78518000000)",0
"[78518000000, 78519000000)",0
"[78519000000, 78520000000)",0
"[78520000000, 78521000000)",0
"[78521000000, 78522000000)",0
"[78522000000, 78523000000)",0
"[78523000000, 78524000000)",0
"[78524000000, 78525000000)",0
"[78525000000, 78526000000)",0
"[78526000000, 78527000000)",0
"[78527000000, 78528000000)",0
"[78528000000, 78529000000)",0
"[78529000000, 78530000000)",0
"[78530000000, 78531000000)",0
"[78531000000, 78532000000)",0
"[78532000000, 78533000000)",0
"[78533000000, 78534000000)",0
"[78534000000, 78535000000)",0
"[78535000000, 78536000000)",0
"[78536000000, 78537000000)",0
"[78537000000, 78538000000)",0
"[78538000000, 78539000000)",0
"[78539000000, 78540000000)",0
"[78540000000, 78541000000)",0
"[78541000000, 78542000000)",0
"[78542000000, 78543000000)",0
"[78543000000, 78544000000)",0
"[78544000000, 78545000000)",0
"[78545000000, 78546000000)",0
"[78546000000, 78547000000)",0
"[78547000000, 78548000000)",0
"[78548000000, 78549000000)",0
"[78549000000, 78550000000)",0
"[78550000000, 78551000000)",0
"[78551000000, 78552000000)",0
"[78552000000, 78553000000)",0
"[78553000000, 78554000000)",0
"[78554000000, 78555000000)",0
"[78555000000, 78556000000)",0
"[78556000000, 78557000000)",0
"[78557000000, 78558000000)",0
"[78558000000, 78559000000)",0
"[78559000000, 78560000000)",0
"[78560000000, 78561000000)",0
"[78561000000, 78562000000)",0
"[78562000000, 78563000000)",0
"[78563000000, 78564000000)",0
"[78564000000, 78565000000)",0
"[78565000000, 78566000000)",0
"[78566000000, 78567000000)",0
"[78567000000, 78568000000)",0
"[78568000000, 78569000000)",0
"[78569000000, 78570000000)",0
"[78570000000, 78571000000)",0
"[78571000000, 78572000000)",0
"[78572000000, 78573000000)",0
"[78573000000, 78574000000)",0
"[78574000000, 78575000000)",0
"[78575000000, 78576000000)",0
"[78576000000, 78577000000)",0
"[78577000000, 78578000000)",0
"[78578000000, 78579000000)",0
"[78579000000, 78580000000)",0
"[78580000000, 78581000000)",0
"[78581000000, 78582000000)",0
"[78582000000, 78583000000)",0
"[78583000000, 78584000000)",0
"[78584000000, 78585000000)",0
"[78585000000, 78586000000)",0
"[78586000000, 78587000000)",0
"[78587000000, 78588000000)",0
"[78588000000, 78589000000)",0
"[78589000000, 78590000000)",0
"[78590000000, 78591000000)",0
"[78591000000, 78592000000)",0
"[78592000000, 78593000000)",0
"[78593000000, 78594000000)",0
"[78594000000, 78595000000)",0
"[78595000000, 78596000000)",0
"[78596000000, 78597000000)",0
"[78597000000, 78598000000)",0
"[78598000000, 78599000000)",0
"[78599000000, 78600000000)",0
"[78600000000, 78601000000)",0
"[78601000000, 78602000000)",0
"[78602000000, 78603000000)",0
"[78603000000, 78604000000)",0
"[78604000000, 78605000000)",0
"[78605000000, 78606000000)",0
"[78606000000, 78607000000)",0
"[78607000000, 78608000000)",0
"[78608000000, 78609000000)",0
"[78609000000, 78610000000)",0
"[78610000000, 78611000000)",0
"[78611000000, 78612000000)",0
"[78612000000, 78613000000)",0
"[78613000000, 78614000000)",0
"[78614000000, 78615000000)",0
"[78615000000, 78616000000)",0
"[78616000000, 78617000000)",0
"[78617000000, 78618000000)",0
"[78618000000, 78619000000)",0
"[78619000000, 78620000000)",0
"[78620000000, 78621000000)",0
"[78621000000, 78622000000)",0
"[78622000000, 78623000000)",0
"[78623000000, 78624000000)",0
"[78624000000, 78625000000)",0
"[78625000000, 78626000000)",0
"[78626000000, 78627000000)",0
"[78627000000, 78628000000)",0
"[78628000000, 78629000000)",0
"[78629000000, 78630000000)",0
"[78630000000, 78631000000)",0
"[78631000000, 78632000000)",0
"[78632000000, 78633000000)",0
"[78633000000, 78634000000)",0
"[78634000000, 78635000000)",0
"[78635000000, 78636000000)",0
"[78636000000, 78637000000)",0
"[78637000000, 78638000000)",0
"[78638000000, 78639000000)",0
"[78639000000, 78640000000)",0
"[78640000000, 78641000000)",0
"[78641000000, 78642000000)",0
"[78642000000, 78643000000)",0
"[78643000000, 78644000000)",0
"[78644000000, 78645000000)",0
"[78645000000, 78646000000)",0
"[78646000000, 78647000000)",0
"[78647000000, 78648000000)",0
"[78648000000, 78649000000)",0
"[78649000000, 78650000000)",0
"[78650000000, 78651000000)",0
"[78651000000, 78652000000)",0
"[78652000000, 78653000000)",0
"[78653000000, 78654000000)",0
"[78654000000, 78655000000)",0
"[78655000000, 78656000000)",0
"[78656000000, 78657000000)",0
"[78657000000, 78658000000)",0
"[78658000000, 78659000000)",0
"[78659000000, 78660000000)",0
"[78660000000, 78661000000)",0
"[78661000000, 78662000000)",0
"[78662000000, 78663000000)",0
"[78663000000, 78664000000)",0
"[78664000000, 78665000000)",0
"[78665000000, 78666000000)",0
"[78666000000, 78667000000)",0
"[78667000000, 78668000000)",0
"[78668000000, 78669000000)",0
"[78669000000, 78670000000)",0
"[78670000000, 78671000000)",0
"[78671000000, 78672000000)",0
"[78672000000, 78673000000)",0
"[78673000000, 78674000000)",0
"[78674000000, 78675000000)",0
"[78675000000, 78676000000)",0
"[78676000000, 78677000000)",0
"[78677000000, 78678000000)",0
"[78678000000, 78679000000)",0
"[78679000000, 78680000000)",0
"[78680000000, 78681000000)",0
"[78681000000, 78682000000)",0
"[78682000000, 78683000000)",0
"[78683000000, 78684000000)",0
"[78684000000, 78685000000)",0
"[78685000000, 78686000000)",0
"[78686000000, 78687000000)",0
"[78687000000, 78688000000)",0
"[78688000000, 78689000000)",0
"[78689000000, 78690000000)",0
"[78690000000, 78691000000)",0
"[78691000000, 78692000000)",0
"[78692000000, 78693000000)",0
"[78693000000, 78694000000)",0
"[78694000000, 78695000000)",0
"[78695000000, 78696000000)",0
"[78696000000, 78697000000)",0
"[78697000000, 78698000000)",0
"[78698000000, 78699000000)",0
"[78699000000, 78700000000)",0
"[78700000000, 78701000000)",0
"[78701000000, 78702000000)",0
"[78702000000, 78703000000)",0
"[78703000000, 78704000000)",0
"[78704000000, 78705000000)",0
"[78705000000, 78706000000)",0
"[78706000000, 78707000000)",0
"[78707000000, 78708000000)",0
"[78708000000, 78709000000)",0
"[78709000000, 78710000000)",0
"[78710000000, 78711000000)",0
"[78711000000, 78712000000)",0
"[78712000000, 78713000000)",0
"[78713000000, 78714000000)",0
"[78714000000, 78715000000)",0
"[78715000000, 78716000000)",0
"[78716000000, 78717000000)",0
"[78717000000, 78718000000)",0
"[78718000000, 78719000000)",0
"[78719000000, 78720000000)",0
"[78720000000, 78721000000)",0
"[78721000000, 78722000000)",0
"[78722000000, 78723000000)",0
"[78723000000, 78724000000)",0
"[78724000000, 78725000000)",0
"[78725000000, 78726000000)",0
"[78726000000, 78727000000)",0
"[78727000000, 78728000000)",0
"[78728000000, 78729000000)",0
"[78729000000, 78730000000)",0
"[78730000000, 78731000000)",0
"[78731000000, 78732000000)",0
"[78732000000, 78733000000)",0
"[78733000000, 78734000000)",0
"[78734000000, 78735000000)",0
"[78735000000, 78736000000)",0
"[78736000000, 78737000000)",0
"[78737000000, 78738000000)",0
"[78738000000, 78739000000)",0
"[78739000000, 78740000000)",0
"[78740000000, 78741000000)",0
"[78741000000, 78742000000)",0
"[78742000000, 78743000000)",0
"[78743000000, 78744000000)",0
"[78744000000, 78745000000)",0
"[78745000000, 78746000000)",0
"[78746000000, 78747000000)",0
"[78747000000, 78748000000)",0
"[78748000000, 78749000000)",0
"[78749000000, 78750000000)",0
"[78750000000, 78751000000)",0
"[78751000000, 78752000000)",0
"[78752000000, 78753000000)",0
"[78753000000, 78754000000)",0
"[78754000000, 78755000000)",0
"[78755000000, 78756000000)",0
"[78756000000, 78757000000)",0
"[78757000000, 78758000000)",0
"[78758000000, 78759000000)",0
"[78759000000, 78760000000)",0
"[78760000000, 78761000000)",0
"[78761000000, 78762000000)",0
"[78762000000, 78763000000)",0
"[78763000000, 78764000000)",0
"[78764000000, 78765000000)",0
"[78765000000, 78766000000)",0
"[78766000000, 78767000000)",0
"[78767000000, 78768000000)",0
"[78768000000, 78769000000)",0
"[78769000000, 78770000000)",0
"[78770000000, 78771000000)",0
"[78771000000, 78772000000)",0
"[78772000000, 78773000000)",0
"[78773000000, 78774000000)",0
"[78774000000, 78775000000)",0
"[78775000000, 78776000000)",0
"[78776000000, 78777000000)",0
"[78777000000, 78778000000)",0
"[78778000000, 78779000000)",0
"[78779000000, 78780000000)",0
"[78780000000, 78781000000)",0
"[78781000000, 78782000000)",0
"[78782000000, 78783000000)",0
"[78783000000, 78784000000)",0
"[78784000000, 78785000000)",0
"[78785000000, 78786000000)",0
"[78786000000, 78787000000)",0
"[78787000000, 78788000000)",0
"[78788000000, 78789000000)",0
"[78789000000, 78790000000)",0
"[78790000000, 78791000000)",0
"[78791000000, 78792000000)",0
"[78792000000, 78793000000)",0
"[78793000000, 78794000000)",0
"[78794000000, 78795000000)",0
"[78795000000, 78796000000)",0
"[78796000000, 78797000000)",0
"[78797000000, 78798000000)",0
"[78798000000, 78799000000)",0
"[78799000000, 78800000000)",0
"[78800000000, 78801000000)",0
"[78801000000, 78802000000)",0
"[78802000000, 78803000000)",0
"[78803000000, 78804000000)",0
"[78804000000, 78805000000)",0
"[78805000000, 78806000000)",0
"[78806000000, 78807000000)",0
"[78807000000, 78808000000)",0
"[78808000000, 78809000000)",0
"[78809000000, 78810000000)",0
"[78810000000, 78811000000)",0
"[78811000000, 78812000000)",0
"[78812000000, 78813000000)",0
"[78813000000, 78814000000)",0
"[78814000000, 78815000000)",0
"[78815000000, 78816000000)",0
"[78816000000, 78817000000)",0
"[78817000000, 78818000000)",0
"[78818000000, 78819000000)",0
"[78819000000, 78820000000)",0
"[78820000000, 78821000000)",0
"[78821000000, 78822000000)",0
"[78822000000, 78823000000)",0
"[78823000000, 78824000000)",0
"[78824000000, 78825000000)",0
"[78825000000, 78826000000)",0
"[78826000000, 78827000000)",0
"[78827000000, 78828000000)",0
"[78828000000, 78829000000)",0
"[78829000000, 78830000000)",0
"[78830000000, 78831000000)",0
"[78831000000, 78832000000)",0
"[78832000000, 78833000000)",0
"[78833000000, 78834000000)",0
"[78834000000, 78835000000)",0
"[78835000000, 78836000000)",0
"[78836000000, 78837000000)",0
"[78837000000, 78838000000)",0
"[78838000000, 78839000000)",0
"[78839000000, 78840000000)",0
"[78840000000, 78841000000)",0
"[78841000000, 78842000000)",0
"[78842000000, 78843000000)",0
"[78843000000, 78844000000)",0
"[78844000000, 78845000000)",0
"[78845000000, 78846000000)",0
"[78846000000, 78847000000)",0
"[78847000000, 78848000000)",0
"[78848000000, 78849000000)",0
"[78849000000, 78850000000)",0
"[78850000000, 78851000000)",0
"[78851000000, 78852000000)",0
"[78852000000, 78853000000)",0
"[78853000000, 78854000000)",0
"[78854000000, 78855000000)",0
"[78855000000, 78856000000)",0
"[78856000000, 78857000000)",0
"[78857000000, 78858000000)",0
"[78858000000, 78859000000)",0
"[78859000000, 78860000000)",0
"[78860000000, 78861000000)",0
"[78861000000, 78862000000)",0
"[78862000000, 78863000000)",0
"[78863000000, 78864000000)",0
"[78864000000, 78865000000)",0
"[78865000000, 78866000000)",0
"[78866000000, 78867000000)",0
"[78867000000, 78868000000)",0
"[78868000000, 78869000000)",0
"[78869000000, 78870000000)",0
"[78870000000, 78871000000)",0
"[78871000000, 78872000000)",0
"[78872000000, 78873000000)",0
"[78873000000, 78874000000)",0
"[78874000000, 78875000000)",0
"[78875000000, 78876000000)",0
"[78876000000, 78877000000)",0
"[78877000000, 78878000000)",0
"[78878000000, 78879000000)",0
"[78879000000, 78880000000)",0
"[78880000000, 78881000000)",0
"[78881000000, 78882000000)",0
"[78882000000, 78883000000)",0
"[78883000000, 78884000000)",0
"[78884000000, 78885000000)",0
"[78885000000, 78886000000)",0
"[78886000000, 78887000000)",0
"[78887000000, 78888000000)",0
"[78888000000, 78889000000)",0
"[78889000000, 78890000000)",0
"[78890000000, 78891000000)",0
"[78891000000, 78892000000)",0
"[78892000000, 78893000000)",0
"[78893000000, 78894000000)",0
"[78894000000, 78895000000)",0
"[78895000000, 78896000000)",0
"[78896000000, 78897000000)",0
"[78897000000, 78898000000)",0
"[78898000000, 78899000000)",0
"[78899000000, 78900000000)",0
"[78900000000, 78901000000)",0
"[78901000000, 78902000000)",0
"[78902000000, 78903000000)",0
"[78903000000, 78904000000)",0
"[78904000000, 78905000000)",0
"[78905000000, 78906000000)",0
"[78906000000, 78907000000)",0
"[78907000000, 78908000000)",0
"[78908000000, 78909000000)",0
"[78909000000, 78910000000)",0
"[78910000000, 78911000000)",0
"[78911000000, 78912000000)",0
"[78912000000, 78913000000)",0
"[78913000000, 78914000000)",0
"[78914000000, 78915000000)",0
"[78915000000, 78916000000)",0
"[78916000000, 78917000000)",0
"[78917000000, 78918000000)",0
"[78918000000, 78919000000)",0
"[78919000000, 78920000000)",0
"[78920000000, 78921000000)",0
"[78921000000, 78922000000)",0
"[78922000000, 78923000000)",0
"[78923000000, 78924000000)",0
"[78924000000, 78925000000)",0
"[78925000000, 78926000000)",0
"[78926000000, 78927000000)",0
"[78927000000, 78928000000)",0
"[78928000000, 78929000000)",0
"[78929000000, 78930000000)",0
"[78930000000, 78931000000)",0
"[78931000000, 78932000000)",0
"[78932000000, 78933000000)",0
"[78933000000, 78934000000)",0
"[78934000000, 78935000000)",0
"[78935000000, 78936000000)",0
"[78936000000, 78937000000)",0
"[78937000000, 78938000000)",0
"[78938000000, 78939000000)",0
"[78939000000, 78940000000)",0
"[78940000000, 78941000000)",0
"[78941000000, 78942000000)",0
"[78942000000, 78943000000)",0
"[78943000000, 78944000000)",0
"[78944000000, 78945000000)",0
"[78945000000, 78946000000)",0
"[78946000000, 78947000000)",0
"[78947000000, 78948000000)",0
"[78948000000, 78949000000)",0
"[78949000000, 78950000000)",0
"[78950000000, 78951000000)",0
"[78951000000, 78952000000)",0
"[78952000000, 78953000000)",0
"[78953000000, 78954000000)",0
"[78954000000, 78955000000)",0
"[78955000000, 78956000000)",0
"[78956000000, 78957000000)",0
"[78957000000, 78958000000)",0
"[78958000000, 78959000000)",0
"[78959000000, 78960000000)",0
"[78960000000, 78961000000)",0
"[78961000000, 78962000000)",0
"[78962000000, 78963000000)",0
"[78963000000, 78964000000)",0
"[78964000000, 78965000000)",0
"[78965000000, 78966000000)",0
"[78966000000, 78967000000)",0
"[78967000000, 78968000000)",0
"[78968000000, 78969000000)",0
"[78969000000, 78970000000)",0
"[78970000000, 78971000000)",0
"[78971000000, 78972000000)",0
"[78972000000, 78973000000)",0
"[78973000000, 78974000000)",0
"[78974000000, 78975000000)",0
"[78975000000, 78976000000)",0
"[78976000000, 78977000000)",0
"[78977000000, 78978000000)",0
"[78978000000, 78979000000)",0
"[78979000000, 78980000000)",0
"[78980000000, 78981000000)",0
"[78981000000, 78982000000)",0
"[78982000000, 78983000000)",0
"[78983000000, 78984000000)",0
"[78984000000, 78985000000)",0
"[78985000000, 78986000000)",0
"[78986000000, 78987000000)",0
"[78987000000, 78988000000)",0
"[78988000000, 78989000000)",0
"[78989000000, 78990000000)",0
"[78990000000, 78991000000)",0
"[78991000000, 78992000000)",0
"[78992000000, 78993000000)",0
"[78993000000, 78994000000)",0
"[78994000000, 78995000000)",0
"[78995000000, 78996000000)",0
"[78996000000, 78997000000)",0
"[78997000000, 78998000000)",0
"[78998000000, 78999000000)",0
"[78999000000, 79000000000)",0
"[79000000000, 79001000000)",0
"[79001000000, 79002000000)",0
"[79002000000, 79003000000)",0
"[79003000000, 79004000000)",0
"[79004000000, 79005000000)",0
"[79005000000, 79006000000)",0
"[79006000000, 79007000000)",0
"[79007000000, 79008000000)",0
"[79008000000, 79009000000)",0
"[79009000000, 79010000000)",0
"[79010000000, 79011000000)",0
"[79011000000, 79012000000)",0
"[79012000000, 79013000000)",0
"[79013000000, 79014000000)",0
"[79014000000, 79015000000)",0
"[79015000000, 79016000000)",0
"[79016000000, 79017000000)",0
"[79017000000, 79018000000)",0
"[79018000000, 79019000000)",0
"[79019000000, 79020000000)",0
"[79020000000, 79021000000)",0
"[79021000000, 79022000000)",0
"[79022000000, 79023000000)",0
"[79023000000, 79024000000)",0
"[79024000000, 79025000000)",0
"[79025000000, 79026000000)",0
"[79026000000, 79027000000)",0
"[79027000000, 79028000000)",0
"[79028000000, 79029000000)",0
"[79029000000, 79030000000)",0
"[79030000000, 79031000000)",0
"[79031000000, 79032000000)",0
"[79032000000, 79033000000)",0
"[79033000000, 79034000000)",0
"[79034000000, 79035000000)",0
"[79035000000, 79036000000)",0
"[79036000000, 79037000000)",0
"[79037000000, 79038000000)",0
"[79038000000, 79039000000)",0
"[79039000000, 79040000000)",0
"[79040000000, 79041000000)",0
"[79041000000, 79042000000)",0
"[79042000000, 79043000000)",0
"[79043000000, 79044000000)",0
"[79044000000, 79045000000)",0
"[79045000000, 79046000000)",0
"[79046000000, 79047000000)",0
"[79047000000, 79048000000)",0
"[79048000000, 79049000000)",0
"[79049000000, 79050000000)",0
"[79050000000, 79051000000)",0
"[79051000000, 79052000000)",0
"[79052000000, 79053000000)",0
"[79053000000, 79054000000)",0
"[79054000000, 79055000000)",0
"[79055000000, 79056000000)",0
"[79056000000, 79057000000)",0
"[79057000000, 79058000000)",0
"[79058000000, 79059000000)",0
"[79059000000, 79060000000)",0
"[79060000000, 79061000000)",0
"[79061000000, 79062000000)",0
"[79062000000, 79063000000)",0
"[79063000000, 79064000000)",0
"[79064000000, 79065000000)",0
"[79065000000, 79066000000)",0
"[79066000000, 79067000000)",0
"[79067000000, 79068000000)",0
"[79068000000, 79069000000)",0
"[79069000000, 79070000000)",0
"[79070000000, 79071000000)",0
"[79071000000, 79072000000)",0
"[79072000000, 79073000000)",0
"[79073000000, 79074000000)",0
"[79074000000, 79075000000)",0
"[79075000000, 79076000000)",0
"[79076000000, 79077000000)",0
"[79077000000, 79078000000)",0
"[79078000000, 79079000000)",0
"[79079000000, 79080000000)",0
"[79080000000, 79081000000)",0
"[79081000000, 79082000000)",0
"[79082000000, 79083000000)",0
"[79083000000, 79084000000)",0
"[79084000000, 79085000000)",0
"[79085000000, 79086000000)",0
"[79086000000, 79087000000)",0
"[79087000000, 79088000000)",0
"[79088000000, 79089000000)",0
"[79089000000, 79090000000)",0
"[79090000000, 79091000000)",0
"[79091000000, 79092000000)",0
"[79092000000, 79093000000)",0
"[79093000000, 79094000000)",0
"[79094000000, 79095000000)",0
"[79095000000, 79096000000)",0
"[79096000000, 79097000000)",0
"[79097000000, 79098000000)",0
"[79098000000, 79099000000)",0
"[79099000000, 79100000000)",0
"[79100000000, 79101000000)",0
"[79101000000, 79102000000)",0
"[79102000000, 79103000000)",0
"[79103000000, 79104000000)",0
"[79104000000, 79105000000)",0
"[79105000000, 79106000000)",0
"[79106000000, 79107000000)",0
"[79107000000, 79108000000)",0
"[79108000000, 79109000000)",0
"[79109000000, 79110000000)",0
"[79110000000, 79111000000)",0
"[79111000000, 79112000000)",0
"[79112000000, 79113000000)",0
"[79113000000, 79114000000)",0
"[79114000000, 79115000000)",0
"[79115000000, 79116000000)",0
"[79116000000, 79117000000)",0
"[79117000000, 79118000000)",0
"[79118000000, 79119000000)",0
"[79119000000, 79120000000)",0
"[79120000000, 79121000000)",0
"[79121000000, 79122000000)",0
"[79122000000, 79123000000)",0
"[79123000000, 79124000000)",0
"[79124000000, 79125000000)",0
"[79125000000, 79126000000)",0
"[79126000000, 79127000000)",0
"[79127000000, 79128000000)",0
"[79128000000, 79129000000)",0
"[79129000000, 79130000000)",0
"[79130000000, 79131000000)",0
"[79131000000, 79132000000)",0
"[79132000000, 79133000000)",0
"[79133000000, 79134000000)",0
"[79134000000, 79135000000)",0
"[79135000000, 79136000000)",0
"[79136000000, 79137000000)",0
"[79137000000, 79138000000)",0
"[79138000000, 79139000000)",0
"[79139000000, 79140000000)",0
"[79140000000, 79141000000)",0
"[79141000000, 79142000000)",0
"[79142000000, 79143000000)",0
"[79143000000, 79144000000)",0
"[79144000000, 79145000000)",0
"[79145000000, 79146000000)",0
"[79146000000, 79147000000)",0
"[79147000000, 79148000000)",0
"[79148000000, 79149000000)",0
"[79149000000, 79150000000)",0
"[79150000000, 79151000000)",0
"[79151000000, 79152000000)",0
"[79152000000, 79153000000)",0
"[79153000000, 79154000000)",0
"[79154000000, 79155000000)",0
"[79155000000, 79156000000)",0
"[79156000000, 79157000000)",0
"[79157000000, 79158000000)",0
"[79158000000, 79159000000)",0
"[79159000000, 79160000000)",0
"[79160000000, 79161000000)",0
"[79161000000, 79162000000)",0
"[79162000000, 79163000000)",0
"[79163000000, 79164000000)",0
"[79164000000, 79165000000)",0
"[79165000000, 79166000000)",0
"[79166000000, 79167000000)",0
"[79167000000, 79168000000)",0
"[79168000000, 79169000000)",0
"[79169000000, 79170000000)",0
"[79170000000, 79171000000)",0
"[79171000000, 79172000000)",0
"[79172000000, 79173000000)",0
"[79173000000, 79174000000)",0
"[79174000000, 79175000000)",0
"[79175000000, 79176000000)",0
"[79176000000, 79177000000)",0
"[79177000000, 79178000000)",0
"[79178000000, 79179000000)",0
"[79179000000, 79180000000)",0
"[79180000000, 79181000000)",0
"[79181000000, 79182000000)",0
"[79182000000, 79183000000)",0
"[79183000000, 79184000000)",0
"[79184000000, 79185000000)",0
"[79185000000, 79186000000)",0
"[79186000000, 79187000000)",0
"[79187000000, 79188000000)",0
"[79188000000, 79189000000)",0
"[79189000000, 79190000000)",0
"[79190000000, 79191000000)",0
"[79191000000, 79192000000)",0
"[79192000000, 79193000000)",0
"[79193000000, 79194000000)",0
"[79194000000, 79195000000)",0
"[79195000000, 79196000000)",0
"[79196000000, 79197000000)",0
"[79197000000, 79198000000)",0
"[79198000000, 79199000000)",0
"[79199000000, 79200000000)",0
"[79200000000, 79201000000)",0
"[79201000000, 79202000000)",0
"[79202000000, 79203000000)",0
"[79203000000, 79204000000)",0
"[79204000000, 79205000000)",0
"[79205000000, 79206000000)",0
"[79206000000, 79207000000)",0
"[79207000000, 79208000000)",0
"[79208000000, 79209000000)",0
"[79209000000, 79210000000)",0
"[79210000000, 79211000000)",0
"[79211000000, 79212000000)",0
"[79212000000, 79213000000)",0
"[79213000000, 79214000000)",0
"[79214000000, 79215000000)",0
"[79215000000, 79216000000)",0
"[79216000000, 79217000000)",0
"[79217000000, 79218000000)",0
"[79218000000, 79219000000)",0
"[79219000000, 79220000000)",0
"[79220000000, 79221000000)",0
"[79221000000, 79222000000)",0
"[79222000000, 79223000000)",0
"[79223000000, 79224000000)",0
"[79224000000, 79225000000)",0
"[79225000000, 79226000000)",0
"[79226000000, 79227000000)",0
"[79227000000, 79228000000)",0
"[79228000000, 79229000000)",0
"[79229000000, 79230000000)",0
"[79230000000, 79231000000)",0
"[79231000000, 79232000000)",0
"[79232000000, 79233000000)",0
"[79233000000, 79234000000)",0
"[79234000000, 79235000000)",0
"[79235000000, 79236000000)",0
"[79236000000, 79237000000)",0
"[79237000000, 79238000000)",0
"[79238000000, 79239000000)",0
"[79239000000, 79240000000)",0
"[79240000000, 79241000000)",0
"[79241000000, 79242000000)",0
"[79242000000, 79243000000)",0
"[79243000000, 79244000000)",0
"[79244000000, 79245000000)",0
"[79245000000, 79246000000)",0
"[79246000000, 79247000000)",0
"[79247000000, 79248000000)",0
"[79248000000, 79249000000)",0
"[79249000000, 79250000000)",0
"[79250000000, 79251000000)",0
"[79251000000, 79252000000)",0
"[79252000000, 79253000000)",0
"[79253000000, 79254000000)",0
"[79254000000, 79255000000)",0
"[79255000000, 79256000000)",0
"[79256000000, 79257000000)",0
"[79257000000, 79258000000)",0
"[79258000000, 79259000000)",0
"[79259000000, 79260000000)",0
"[79260000000, 79261000000)",0
"[79261000000, 79262000000)",0
"[79262000000, 79263000000)",0
"[79263000000, 79264000000)",0
"[79264000000, 79265000000)",0
"[79265000000, 79266000000)",0
"[79266000000, 79267000000)",0
"[79267000000, 79268000000)",0
"[79268000000, 79269000000)",0
"[79269000000, 79270000000)",0
"[79270000000, 79271000000)",0
"[79271000000, 79272000000)",0
"[79272000000, 79273000000)",0
"[79273000000, 79274000000)",0
"[79274000000, 79275000000)",0
"[79275000000, 79276000000)",0
"[79276000000, 79277000000)",0
"[79277000000, 79278000000)",0
"[79278000000, 79279000000)",0
"[79279000000, 79280000000)",0
"[79280000000, 79281000000)",0
"[79281000000, 79282000000)",0
"[79282000000, 79283000000)",0
"[79283000000, 79284000000)",0
"[79284000000, 79285000000)",0
"[79285000000, 79286000000)",0
